doi,url
http://dx.doi.org/10.1038/srep41722,https://www.nature.com/articles/srep41722.pdf
http://dx.doi.org/10.1038/srep41886,https://www.nature.com/articles/srep41886.pdf
http://dx.doi.org/10.1093/nar/gkw432,https://academic.oup.com/nar/article-pdf/44/13/6442/17437069/gkw432.pdf
http://dx.doi.org/10.1186/s12985-017-0681-0,https://virologyj.biomedcentral.com/track/pdf/10.1186/s12985-017-0681-0
http://dx.doi.org/10.1155/2017/9541619,http://downloads.hindawi.com/journals/bmri/2017/9541619.pdf
http://dx.doi.org/10.3389/fcimb.2017.00034,https://www.frontiersin.org/articles/10.3389/fcimb.2017.00034/pdf
http://dx.doi.org/10.1155/2017/5637503,http://downloads.hindawi.com/journals/cripe/2017/5637503.pdf
http://dx.doi.org/10.1186/1471-2180-4-41,https://bmcmicrobiol.biomedcentral.com/track/pdf/10.1186/1471-2180-4-41
http://dx.doi.org/10.1186/1472-6939-5-6,https://bmcmedethics.biomedcentral.com/track/pdf/10.1186/1472-6939-5-6
http://dx.doi.org/10.3390/v9010001,https://www.mdpi.com/1999-4915/9/1/1/pdf
http://dx.doi.org/10.3390/v9010010,https://www.mdpi.com/1999-4915/9/1/10/pdf
http://dx.doi.org/10.3390/v9010019,https://www.mdpi.com/1999-4915/9/1/19/pdf
http://dx.doi.org/10.3390/genes8010031,https://www.mdpi.com/2073-4425/8/1/31/pdf
http://dx.doi.org/10.3390/nano7010002,https://www.mdpi.com/2079-4991/7/1/2/pdf
http://dx.doi.org/10.14740/cr428w,http://www.cardiologyres.org/index.php/Cardiologyres/article/download/428/462
http://dx.doi.org/10.3389/fcimb.2017.00029,https://www.frontiersin.org/articles/10.3389/fcimb.2017.00029/pdf
http://dx.doi.org/10.1186/s12936-017-1709-z,https://malariajournal.biomedcentral.com/track/pdf/10.1186/s12936-017-1709-z
http://dx.doi.org/10.3390/ijms18010020,https://www.mdpi.com/1422-0067/18/1/20/pdf
http://dx.doi.org/10.1186/s12917-017-0963-1,https://bmcvetres.biomedcentral.com/track/pdf/10.1186/s12917-017-0963-1
http://dx.doi.org/10.1186/s12992-017-0233-9,https://globalizationandhealth.biomedcentral.com/track/pdf/10.1186/s12992-017-0233-9
http://dx.doi.org/10.1186/s12910-017-0169-x,https://bmcmedethics.biomedcentral.com/track/pdf/10.1186/s12910-017-0169-x
http://dx.doi.org/10.1186/s12879-017-2227-x,https://bmcinfectdis.biomedcentral.com/track/pdf/10.1186/s12879-017-2227-x
http://dx.doi.org/10.3390/nano6120237,https://www.mdpi.com/2079-4991/6/12/237/pdf
http://dx.doi.org/10.3389/fvets.2017.00007,https://www.frontiersin.org/articles/10.3389/fvets.2017.00007/pdf
http://dx.doi.org/10.1186/s12879-017-2253-8,https://bmcinfectdis.biomedcentral.com/track/pdf/10.1186/s12879-017-2253-8
http://dx.doi.org/10.1186/s12879-017-2225-z,https://bmcinfectdis.biomedcentral.com/track/pdf/10.1186/s12879-017-2225-z
http://dx.doi.org/10.3389/fmicb.2017.00230,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00230/pdf
http://dx.doi.org/10.1128/mSystems.00125-16,https://msystems.asm.org/content/msys/2/1/e00125-16.full.pdf
http://dx.doi.org/10.3389/fimmu.2017.00157,https://www.frontiersin.org/articles/10.3389/fimmu.2017.00157/pdf
http://dx.doi.org/10.1155/2017/7232361,http://downloads.hindawi.com/journals/jir/2017/7232361.pdf
http://dx.doi.org/10.4178/epih.e2016051,http://www.e-epih.org/upload/pdf/epih-38-e2016051.pdf
http://dx.doi.org/10.1038/srep42903,https://www.nature.com/articles/srep42903.pdf
http://dx.doi.org/10.1128/JVI.01606-16,https://jvi.asm.org/content/jvi/91/5/e01606-16.full.pdf
http://dx.doi.org/10.1371/journal.pone.0172275,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172275&type=printable
http://dx.doi.org/10.1371/journal.ppat.1006195,https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1006195&type=printable
http://dx.doi.org/10.3389/fpubh.2017.00020,https://www.frontiersin.org/articles/10.3389/fpubh.2017.00020/pdf
http://dx.doi.org/10.1038/srep42594,https://www.nature.com/articles/srep42594.pdf
http://dx.doi.org/10.1128/mBio.00031-17,https://mbio.asm.org/content/mbio/8/1/e00031-17.full.pdf
http://dx.doi.org/10.1186/s12917-017-0967-x,https://bmcvetres.biomedcentral.com/track/pdf/10.1186/s12917-017-0967-x
http://dx.doi.org/10.1080/0731129X.2016.1247519,
http://dx.doi.org/10.1007/s00436-016-5360-3,https://link.springer.com/content/pdf/10.1007%2Fs00436-016-5360-3.pdf
http://dx.doi.org/10.1089/hs.2016.0097,https://www.liebertpub.com/doi/pdf/10.1089/hs.2016.0097
http://dx.doi.org/10.1089/hs.2016.0098,https://www.liebertpub.com/doi/pdf/10.1089/hs.2016.0098
http://dx.doi.org/10.1089/hs.2016.0119,https://www.liebertpub.com/doi/pdf/10.1089/hs.2016.0119
http://dx.doi.org/10.1371/journal.pone.0172289,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172289&type=printable
http://dx.doi.org/10.1016/j.onehlt.2016.09.001,
http://dx.doi.org/10.1038/srep42769,https://www.nature.com/articles/srep42769.pdf
http://dx.doi.org/10.1038/srep42963,https://www.nature.com/articles/srep42963.pdf
http://dx.doi.org/10.1038/srep43143,https://www.nature.com/articles/srep43143.pdf
http://dx.doi.org/10.1371/journal.ppat.1006215,https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1006215&type=printable
http://dx.doi.org/10.1099/mgen.0.000025,
http://dx.doi.org/10.1186/s12917-017-0976-9,https://bmcvetres.biomedcentral.com/track/pdf/10.1186/s12917-017-0976-9
http://dx.doi.org/10.1186/s12874-017-0300-1,https://bmcmedresmethodol.biomedcentral.com/track/pdf/10.1186/s12874-017-0300-1
http://dx.doi.org/10.1186/s12985-017-0706-8,https://virologyj.biomedcentral.com/track/pdf/10.1186/s12985-017-0706-8
http://dx.doi.org/10.1371/journal.pone.0169255,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0169255&type=printable
http://dx.doi.org/10.1371/journal.pone.0172313,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172313&type=printable
http://dx.doi.org/10.1371/journal.pone.0172561,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172561&type=printable
http://dx.doi.org/10.1371/journal.pone.0172519,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172519&type=printable
http://dx.doi.org/10.3389/fmicb.2017.00270,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00270/pdf
http://dx.doi.org/10.1128/mSphere.00380-16,https://msphere.asm.org/content/msph/2/1/e00380-16.full.pdf
http://dx.doi.org/10.1186/s12909-017-0883-6,https://bmcmededuc.biomedcentral.com/track/pdf/10.1186/s12909-017-0883-6
http://dx.doi.org/10.1371/journal.pone.0172617,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172617&type=printable
http://dx.doi.org/10.1371/journal.pone.0171049,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0171049&type=printable
http://dx.doi.org/10.1371/journal.pntd.0005394,https://journals.plos.org/plosntds/article/file?id=10.1371/journal.pntd.0005394&type=printable
http://dx.doi.org/10.1186/s12961-017-0178-8,https://health-policy-systems.biomedcentral.com/track/pdf/10.1186/s12961-017-0178-8
http://dx.doi.org/10.12688/f1000research.10416.1,https://f1000research.com/articles/6-184/v1/pdf
http://dx.doi.org/10.1371/journal.pone.0172350,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172350&type=printable
http://dx.doi.org/10.1371/journal.pone.0172256,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172256&type=printable
http://dx.doi.org/10.1371/journal.pone.0172093,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172093&type=printable
http://dx.doi.org/10.1371/journal.pone.0172809,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172809&type=printable
http://dx.doi.org/10.1007/s13238-016-0352-8,https://link.springer.com/content/pdf/10.1007/s13238-016-0352-8.pdf
http://dx.doi.org/10.1155/2017/5245021,http://downloads.hindawi.com/journals/bmri/2017/5245021.pdf
http://dx.doi.org/10.2471/BLT.16.178061,https://doi.org/10.2471/blt.16.178061
http://dx.doi.org/10.1080/10872981.2017.1264125,https://www.tandfonline.com/doi/pdf/10.1080/10872981.2017.1264125?needAccess=true
http://dx.doi.org/10.1186/s13089-017-0059-y,https://theultrasoundjournal.springeropen.com/track/pdf/10.1186/s13089-017-0059-y
http://dx.doi.org/10.3389/fmicb.2017.00303,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00303/pdf
http://dx.doi.org/10.3389/fimmu.2017.00119,https://www.frontiersin.org/articles/10.3389/fimmu.2017.00119/pdf
http://dx.doi.org/10.3389/fcimb.2017.00056,https://www.frontiersin.org/articles/10.3389/fcimb.2017.00056/pdf
http://dx.doi.org/10.3389/fnins.2017.00092,https://www.frontiersin.org/articles/10.3389/fnins.2017.00092/pdf
http://dx.doi.org/10.1186/s40696-016-0019-2,https://disastermilitarymedicine.biomedcentral.com/track/pdf/10.1186/s40696-016-0019-2
http://dx.doi.org/10.5365/WPSAR.2016.7.3.009,https://ojs.wpro.who.int/ojs/index.php/wpsar/article/download/494/724
http://dx.doi.org/10.1371/journal.pone.0173008,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0173008&type=printable
http://dx.doi.org/10.3389/fmicb.2017.00304,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00304/pdf
http://dx.doi.org/10.1186/s12903-017-0353-x,https://bmcoralhealth.biomedcentral.com/track/pdf/10.1186/s12903-017-0353-x
http://dx.doi.org/10.1128/mSphere.00046-17,https://msphere.asm.org/content/msph/2/2/e00046-17.full.pdf
http://dx.doi.org/10.3390/v9020034,https://www.mdpi.com/1999-4915/9/2/34/pdf
http://dx.doi.org/10.3390/genes8020065,https://www.mdpi.com/2073-4425/8/2/65/pdf
http://dx.doi.org/10.3390/ijerph14020217,https://www.mdpi.com/1660-4601/14/2/217/pdf
http://dx.doi.org/10.1038/srep43487,https://www.nature.com/articles/srep43487.pdf
http://dx.doi.org/10.1371/journal.pone.0172847,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0172847&type=printable
http://dx.doi.org/10.15171/ijhpm.2016.108,http://www.ijhpm.com/article_3256_0ac063c6fbf2621f6364ff42ee43325a.pdf
http://dx.doi.org/10.1155/2017/4039358,http://downloads.hindawi.com/journals/cripe/2017/4039358.pdf
http://dx.doi.org/10.1155/2017/6104054,http://downloads.hindawi.com/journals/jir/2017/6104054.pdf
http://dx.doi.org/10.1038/srep43467,https://www.nature.com/articles/srep43467.pdf
http://dx.doi.org/10.1038/srep43395,https://www.nature.com/articles/srep43395.pdf
http://dx.doi.org/10.1186/s40635-017-0126-5,https://icm-experimental.springeropen.com/track/pdf/10.1186/s40635-017-0126-5
http://dx.doi.org/10.3389/fneur.2017.00078,https://www.frontiersin.org/articles/10.3389/fneur.2017.00078/pdf
http://dx.doi.org/10.1038/srep43985,https://www.nature.com/articles/srep43985.pdf
http://dx.doi.org/10.3389/fimmu.2017.00239,https://www.frontiersin.org/articles/10.3389/fimmu.2017.00239/pdf
http://dx.doi.org/10.1128/mBio.02014-16,https://mbio.asm.org/content/mbio/8/2/e02014-16.full.pdf
http://dx.doi.org/10.1155/2017/2197615,http://downloads.hindawi.com/journals/jir/2017/2197615.pdf
http://dx.doi.org/10.1016/j.celrep.2017.02.014,http://www.cell.com/article/S2211124717301791/pdf
http://dx.doi.org/10.1186/1471-2458-4-50,https://bmcpublichealth.biomedcentral.com/track/pdf/10.1186/1471-2458-4-50
http://dx.doi.org/10.1371/journal.pone.0173234,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0173234&type=printable
http://dx.doi.org/10.18632/oncotarget.11991,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=11991&path%5B%5D=37948
http://dx.doi.org/10.1038/srep44209,https://www.nature.com/articles/srep44209.pdf
http://dx.doi.org/10.3390/ijms18020388,https://www.mdpi.com/1422-0067/18/2/388/pdf
http://dx.doi.org/10.3390/ijms18020431,https://www.mdpi.com/1422-0067/18/2/431/pdf
http://dx.doi.org/10.1371/journal.pone.0171828,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0171828&type=printable
http://dx.doi.org/10.1371/journal.ppat.1006231,https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1006231&type=printable
http://dx.doi.org/10.3389/fimmu.2017.00259,https://www.frontiersin.org/articles/10.3389/fimmu.2017.00259/pdf
http://dx.doi.org/10.1111/jcmm.12992,
http://dx.doi.org/10.18632/oncotarget.13027,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=13027&path%5B%5D=41266
http://dx.doi.org/10.1371/journal.pone.0173727,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0173727&type=printable
http://dx.doi.org/10.3389/fimmu.2017.00258,https://www.frontiersin.org/articles/10.3389/fimmu.2017.00258/pdf
http://dx.doi.org/10.1038/srep44122,https://www.nature.com/articles/srep44122.pdf
http://dx.doi.org/10.1007/s10389-016-0777-9,http://europepmc.org/articles/pmc5350242?pdf=render
http://dx.doi.org/10.1155/2017/7602301,http://downloads.hindawi.com/journals/jeph/2017/7602301.pdf
http://dx.doi.org/10.1155/2017/4247853,http://downloads.hindawi.com/journals/av/2017/4247853.pdf
http://dx.doi.org/10.1155/2017/2754756,http://downloads.hindawi.com/journals/mi/2017/2754756.pdf
http://dx.doi.org/10.18632/oncotarget.14548,https://doi.org/10.18632/oncotarget.14548
http://dx.doi.org/10.1155/2017/8539294,http://downloads.hindawi.com/journals/jir/2017/8539294.pdf
http://dx.doi.org/10.1136/bmjopen-2016-013882,https://bmjopen.bmj.com/content/bmjopen/7/3/e013882.full.pdf
http://dx.doi.org/10.1186/1742-4682-1-10,https://tbiomed.biomedcentral.com/track/pdf/10.1186/1742-4682-1-10
http://dx.doi.org/10.1186/s12985-017-0724-6,https://virologyj.biomedcentral.com/track/pdf/10.1186/s12985-017-0724-6
http://dx.doi.org/10.1371/journal.pone.0173504,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0173504&type=printable
http://dx.doi.org/10.1371/journal.pone.0173998,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0173998&type=printable
http://dx.doi.org/10.18632/oncotarget.14754,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=14754&path%5B%5D=47109
http://dx.doi.org/10.18632/oncotarget.8475,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=8475&path%5B%5D=25167
http://dx.doi.org/10.18632/oncotarget.14559,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=14559&path%5B%5D=46456
http://dx.doi.org/10.18632/oncotarget.14302,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=14302&path%5B%5D=45614
http://dx.doi.org/10.3389/fpubh.2017.00049,https://www.frontiersin.org/articles/10.3389/fpubh.2017.00049/pdf
http://dx.doi.org/10.1371/journal.pone.0174188,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0174188&type=printable
http://dx.doi.org/10.1007/s10393-017-1211-7,https://link.springer.com/content/pdf/10.1007%2Fs10393-017-1211-7.pdf
http://dx.doi.org/10.1155/2017/4828936,http://downloads.hindawi.com/journals/jir/2017/4828936.pdf
http://dx.doi.org/10.1016/j.csbj.2017.02.003,
http://dx.doi.org/10.1186/s13637-017-0059-z,https://bsb-eurasipjournals.springeropen.com/track/pdf/10.1186/s13637-017-0059-z
http://dx.doi.org/10.3389/fimmu.2017.00317,https://www.frontiersin.org/articles/10.3389/fimmu.2017.00317/pdf
http://dx.doi.org/10.13918/j.issn.2095-8137.2016.6.361,
http://dx.doi.org/10.1038/srep44924,https://www.nature.com/articles/srep44924.pdf
http://dx.doi.org/10.1186/s13028-017-0285-0,https://actavetscand.biomedcentral.com/track/pdf/10.1186/s13028-017-0285-0
http://dx.doi.org/10.1080/21645515.2016.1226637,https://www.tandfonline.com/doi/pdf/10.1080/21645515.2016.1226637?needAccess=true
http://dx.doi.org/10.1371/journal.pntd.0005439,https://journals.plos.org/plosntds/article/file?id=10.1371/journal.pntd.0005439&type=printable
http://dx.doi.org/10.3389/fimmu.2017.00313,https://www.frontiersin.org/articles/10.3389/fimmu.2017.00313/pdf
http://dx.doi.org/10.1038/srep43610,https://www.nature.com/articles/srep43610.pdf
http://dx.doi.org/10.1186/s12866-017-0978-6,https://bmcmicrobiol.biomedcentral.com/track/pdf/10.1186/s12866-017-0978-6
http://dx.doi.org/10.1371/journal.pone.0174287,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0174287&type=printable
http://dx.doi.org/10.18632/oncotarget.11629,http://www.oncotarget.com/index.php?journal=oncotarget&page=article&op=download&path%5B%5D=11629&path%5B%5D=36820
http://dx.doi.org/10.1038/srep44875,https://www.nature.com/articles/srep44875.pdf
http://dx.doi.org/10.7717/peerj.3015,https://peerj.com/articles/3015.pdf
http://dx.doi.org/10.1042/BCJ20160964,https://portlandpress.com/biochemj/article-pdf/474/7/1241/690399/bcj-2016-0964.pdf
http://dx.doi.org/10.1371/journal.pone.0174175,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0174175&type=printable
http://dx.doi.org/10.1038/srep45244,https://www.nature.com/articles/srep45244.pdf
http://dx.doi.org/10.1155/2017/5149062,http://downloads.hindawi.com/journals/bmri/2017/5149062.pdf
http://dx.doi.org/10.1038/srep45043,https://www.nature.com/articles/srep45043.pdf
http://dx.doi.org/10.1371/journal.pone.0174488,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0174488&type=printable
http://dx.doi.org/10.3389/fmicb.2017.00495,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00495/pdf
http://dx.doi.org/10.13918/j.issn.2095-8137.2017.004,
http://dx.doi.org/10.1186/s12887-017-0843-7,https://bmcpediatr.biomedcentral.com/track/pdf/10.1186/s12887-017-0843-7
http://dx.doi.org/10.3390/ijerph14030263,https://www.mdpi.com/1660-4601/14/3/263/pdf
http://dx.doi.org/10.1128/mBio.00229-17,https://mbio.asm.org/content/mbio/8/2/e00229-17.full.pdf
http://dx.doi.org/10.1128/mSphere.00010-17,https://msphere.asm.org/content/msph/2/2/e00010-17.full.pdf
http://dx.doi.org/10.3390/v9030053,https://www.mdpi.com/1999-4915/9/3/53/pdf
http://dx.doi.org/10.3390/v9030054,https://www.mdpi.com/1999-4915/9/3/54/pdf
http://dx.doi.org/10.3390/v9030059,https://www.mdpi.com/1999-4915/9/3/59/pdf
http://dx.doi.org/10.3390/pathogens6010008,https://www.mdpi.com/2076-0817/6/1/8/pdf
http://dx.doi.org/10.3390/ijms18030501,https://www.mdpi.com/1422-0067/18/3/501/pdf
http://dx.doi.org/10.3390/ijms18030563,https://www.mdpi.com/1422-0067/18/3/563/pdf
http://dx.doi.org/10.3390/ijms18030654,https://www.mdpi.com/1422-0067/18/3/654/pdf
http://dx.doi.org/10.3390/biom7010029,https://www.mdpi.com/2218-273X/7/1/29/pdf
http://dx.doi.org/10.3390/jcm6030030,https://www.mdpi.com/2077-0383/6/3/30/pdf
http://dx.doi.org/10.1371/journal.pone.0174406,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0174406&type=printable
http://dx.doi.org/10.1186/s12859-017-1465-7,https://bmcbioinformatics.biomedcentral.com/track/pdf/10.1186/s12859-017-1465-7
http://dx.doi.org/10.3390/s17030449,https://www.mdpi.com/1424-8220/17/3/449/pdf
http://dx.doi.org/10.7554/eLife.23172,
http://dx.doi.org/10.1186/s40779-017-0120-y,https://mmrjournal.biomedcentral.com/track/pdf/10.1186/s40779-017-0120-y
http://dx.doi.org/10.1371/journal.pone.0175031,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0175031&type=printable
http://dx.doi.org/10.1038/srep44190,https://www.nature.com/articles/srep44190.pdf
http://dx.doi.org/10.1128/AEM.03327-16,https://aem.asm.org/content/aem/83/8/e03327-16.full.pdf
http://dx.doi.org/10.1074/jbc.M117.776112,http://www.jbc.org/content/292/12/5070.full.pdf
http://dx.doi.org/10.1128/JCM.02433-16,https://jcm.asm.org/content/jcm/55/4/1032.full.pdf
http://dx.doi.org/10.3389/fcimb.2017.00111,https://www.frontiersin.org/articles/10.3389/fcimb.2017.00111/pdf
http://dx.doi.org/10.1038/emi.2016.140,https://www.tandfonline.com/doi/pdf/10.1038/emi.2016.140?needAccess=true
http://dx.doi.org/10.17179/excli2016-719,
http://dx.doi.org/10.1038/srep44699,https://www.nature.com/articles/srep44699.pdf
http://dx.doi.org/10.1038/srep45922,https://www.nature.com/articles/srep45922.pdf
http://dx.doi.org/10.1371/journal.pone.0174980,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0174980&type=printable
http://dx.doi.org/10.3389/fvets.2017.00046,
http://dx.doi.org/10.1128/mBio.00373-17,https://mbio.asm.org/content/mbio/8/2/e00373-17.full.pdf
http://dx.doi.org/10.1038/srep45473,https://www.nature.com/articles/srep45473.pdf
http://dx.doi.org/10.3389/fpls.2017.00494,https://www.frontiersin.org/articles/10.3389/fpls.2017.00494/pdf
http://dx.doi.org/10.3389/fnmol.2017.00099,https://www.frontiersin.org/articles/10.3389/fnmol.2017.00099/pdf
http://dx.doi.org/10.1186/s40813-015-0007-9,https://porcinehealthmanagement.biomedcentral.com/track/pdf/10.1186/s40813-015-0007-9
http://dx.doi.org/10.1186/s40813-016-0019-0,https://porcinehealthmanagement.biomedcentral.com/track/pdf/10.1186/s40813-016-0019-0
http://dx.doi.org/10.1186/s40813-016-0029-y,https://porcinehealthmanagement.biomedcentral.com/track/pdf/10.1186/s40813-016-0029-y
http://dx.doi.org/10.1186/s40813-015-0010-1,https://porcinehealthmanagement.biomedcentral.com/track/pdf/10.1186/s40813-015-0010-1
http://dx.doi.org/10.1186/s12985-017-0738-0,https://virologyj.biomedcentral.com/track/pdf/10.1186/s12985-017-0738-0
http://dx.doi.org/10.1186/s40813-016-0048-8,https://porcinehealthmanagement.biomedcentral.com/track/pdf/10.1186/s40813-016-0048-8
http://dx.doi.org/10.1186/s12917-017-1017-4,https://bmcvetres.biomedcentral.com/track/pdf/10.1186/s12917-017-1017-4
http://dx.doi.org/10.1186/s40813-016-0045-y,https://porcinehealthmanagement.biomedcentral.com/track/pdf/10.1186/s40813-016-0045-y
http://dx.doi.org/10.1186/s40813-016-0034-1,https://porcinehealthmanagement.biomedcentral.com/track/pdf/10.1186/s40813-016-0034-1
http://dx.doi.org/10.1186/1743-422X-1-7,https://virologyj.biomedcentral.com/track/pdf/10.1186/1743-422X-1-7
http://dx.doi.org/10.1371/journal.pone.0175260,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0175260&type=printable
http://dx.doi.org/10.1186/s12917-017-1019-2,https://bmcvetres.biomedcentral.com/track/pdf/10.1186/s12917-017-1019-2
http://dx.doi.org/10.1186/s12888-017-1293-3,https://bmcpsychiatry.biomedcentral.com/track/pdf/10.1186/s12888-017-1293-3
http://dx.doi.org/10.1186/s12985-017-0743-3,https://virologyj.biomedcentral.com/track/pdf/10.1186/s12985-017-0743-3
http://dx.doi.org/10.1186/s12917-017-1023-6,https://bmcvetres.biomedcentral.com/track/pdf/10.1186/s12917-017-1023-6
http://dx.doi.org/10.1038/srep46045,https://www.nature.com/articles/srep46045.pdf
http://dx.doi.org/10.1371/journal.pone.0175416,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0175416&type=printable
http://dx.doi.org/10.1371/journal.ppat.1006286,https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1006286&type=printable
http://dx.doi.org/10.1007/s00705-016-3180-5,https://link.springer.com/content/pdf/10.1007%2Fs00705-016-3180-5.pdf
http://dx.doi.org/10.1016/S2214-109X(17)30100-6,http://www.thelancet.com/article/S2214109X17301006/pdf
http://dx.doi.org/10.1038/srep46374,https://www.nature.com/articles/srep46374.pdf
http://dx.doi.org/10.2807/1560-7917.ES.2017.22.13.30494,https://www.eurosurveillance.org/deliver/fulltext/eurosurveillance/22/13/eurosurv-22-30494-1.pdf?itemId=/content/10.2807/1560-7917.ES.2017.22.13.30494&mimeType=pdf&containerItemId=content/eurosurveillance
http://dx.doi.org/10.2807/1560-7917.ES.2017.22.13.30498,https://www.eurosurveillance.org/deliver/fulltext/eurosurveillance/22/13/eurosurv-22-30498-3.pdf?itemId=/content/10.2807/1560-7917.ES.2017.22.13.30498&mimeType=pdf&containerItemId=content/eurosurveillance
http://dx.doi.org/10.2807/1560-7917.ES.2016.21.48.30415,https://www.eurosurveillance.org/deliver/fulltext/eurosurveillance/21/48/eurosurv-21-30415-1.pdf?itemId=/content/10.2807/1560-7917.ES.2016.21.48.30415&mimeType=pdf&containerItemId=content/eurosurveillance
http://dx.doi.org/10.2807/1560-7917.ES.2016.21.48.30416,https://www.eurosurveillance.org/deliver/fulltext/eurosurveillance/21/48/eurosurv-21-30416-3.pdf?itemId=/content/10.2807/1560-7917.ES.2016.21.48.30416&mimeType=pdf&containerItemId=content/eurosurveillance
http://dx.doi.org/10.2807/1560-7917.ES.2017.22.12.30492,https://www.eurosurveillance.org/deliver/fulltext/eurosurveillance/22/12/eurosurv-22-30492-5.pdf?itemId=/content/10.2807/1560-7917.ES.2017.22.12.30492&mimeType=pdf&containerItemId=content/eurosurveillance
http://dx.doi.org/10.1093/conphys/cox020,https://academic.oup.com/conphys/article-pdf/5/1/cox020/17629403/cox020.pdf
http://dx.doi.org/10.1371/journal.ppat.1006296,https://journals.plos.org/plospathogens/article/file?id=10.1371/journal.ppat.1006296&type=printable
http://dx.doi.org/10.1371/journal.pone.0175580,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0175580&type=printable
http://dx.doi.org/10.1186/s12985-017-0747-z,https://virologyj.biomedcentral.com/track/pdf/10.1186/s12985-017-0747-z
http://dx.doi.org/10.3389/fmicb.2017.00645,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00645/pdf
http://dx.doi.org/10.1371/journal.pbio.0030005,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.0030005&type=printable
http://dx.doi.org/10.1371/journal.pbio.0030029,https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.0030029&type=printable
http://dx.doi.org/10.1128/JVI.02250-16,https://jvi.asm.org/content/jvi/91/9/e02250-16.full.pdf
http://dx.doi.org/10.1186/s12917-017-1013-8,https://bmcvetres.biomedcentral.com/track/pdf/10.1186/s12917-017-1013-8
http://dx.doi.org/10.1038/ncomms15092,https://www.nature.com/articles/ncomms15092.pdf
http://dx.doi.org/10.3389/fimmu.2017.00446,https://www.frontiersin.org/articles/10.3389/fimmu.2017.00446/pdf
http://dx.doi.org/10.1098/rstb.2016.0294,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2016.0294
http://dx.doi.org/10.1098/rstb.2016.0295,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2016.0295
http://dx.doi.org/10.1098/rstb.2016.0371,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2016.0371
http://dx.doi.org/10.1038/srep46076,https://www.nature.com/articles/srep46076.pdf
http://dx.doi.org/10.3389/fphar.2017.00198,https://www.frontiersin.org/articles/10.3389/fphar.2017.00198/pdf
http://dx.doi.org/10.1039/c6sc03631g,https://pubs.rsc.org/en/content/articlepdf/2017/sc/c6sc03631g
http://dx.doi.org/10.3389/fmicb.2017.00672,https://www.frontiersin.org/articles/10.3389/fmicb.2017.00672/pdf
